CID-10|Desc. CID-10
H570|Anomalias da função pupilar
H580|Anomalias da função pupilar em doenças classificadas em outra parte
H598|Outros transtornos do olho e anexos pós-procedimentos
H621|Otite externa em doenças virais classificadas em outra parte
H662|Otite média ático-antral supurativa crônica
H671|Otite média em doenças virais classificadas em outra parte
H678|Otite média em outras doenças classificadas em outra parte
H681|Obstrução da trompa de Eustáquio
H690|Trompa de Eustáquio aberta (patente) (patulosa)
H731|Miringite crônica
H741|Doença adesiva do ouvido médio
H812|Neuronite vestibular
H814|Vertigem de origem central
H818|Outros transtornos da função vestibular
H819|Transtornos não especificados da função vestibular
H900|Perda de audição bilateral devida a transtorno de condução
H906|Perda de audição bilateral mista, de condução e neuro-sensorial
H910|Perda de audição ototóxica
H912|Perda de audição súbita idiopática
H918|Outras perdas de audição especificadas
I232|Comunicação interventricular como complicação atual subseqüente ao infarto agudo do miocárdio
I233|Ruptura da parede do coração sem ocorrência de hemopericárdio como complicação atual subseqüente ao infarto agudo do miocárdio
I235|Ruptura de músculos papilares como complicação atual subseqüente ao infarto agudo do miocárdio
I271|Cardiopatia cifoescoliótica
I281|Aneurisma da artéria pulmonar
I31|Outras doenças do pericárdio
I35|Transtornos não-reumáticos da valva aórtica
I393|Transtornos da valva pulmonar em doenças classificadas em outra parte
I40|Miocardite aguda
I412|Miocardite em outras doenças infecciosas e parasitárias classificadas em outra parte
I425|Outras cardiomiopatias restritivas
I511|Ruptura de cordoalha tendínea, não classificada em outra parte
I520|Outras afecções cardíacas em doenças bacterianas classificadas em outra parte
I653|Oclusão e estenose de artérias pré-cerebrais múltiplas e bilaterais
I673|Leucoencefalopatia vascular progressiva
I677|Arterite cerebral não classificada em outra parte
I780|Telangiectasia hemorrágica hereditária
I781|Nevo não-neoplásico
I84|Hemorróidas
I868|Varizes de outras localizações especificadas
I89|Outros transtornos não-infecciosos dos vasos linfáticos e dos gânglios linfáticos
I970|Síndrome pós-cardiotomia
I972|Síndrome do linfedema pós-mastectomia
I981|Transtornos cardiovasculares em outras doenças infecciosas e parasitárias classificadas em outra parte
J108|Influenza com outras manifestações, devida a outro vírus da influenza [gripe] identificado
J206|Bronquite aguda devida a rinovírus
J302|Outras rinites alérgicas sazonais
J311|Nasofaringite crônica
J331|Degeneração polipóide do seio paranasal
J35|Doenças crônicas das amígdalas e das adenóides
J382|Nódulos das cordas vocais
J44|Outras doenças pulmonares obstrutivas crônicas
J45|Asma
J61|Pneumoconiose devida a amianto [asbesto] e outras fibras minerais
J620|Pneumoconiose devida a pó de talco
J630|Aluminose (do pulmão)
J634|Siderose
J660|Bissinose
J671|Bagaçose
J677|Doença pulmonar devida aos sistemas de ar condicionado e de umidificação do ar
J678|Pneumonites de hipersensibilidade, devidas a outras poeiras orgânicas
J681|Edema pulmonar devido a produtos químicos, gases, fumaças e vapores
J682|Inflamação das vias aéreas superiores devida a produtos químicos, gases, fumaças e vapores, não classificada em outra parte
J689|Afecção respiratória não especificada devida a produtos químicos, gases, fumaça e vapores
J691|Pneumonite devida a óleos e essências
J698|Pneumonite devida a outros sólidos e líquidos
J703|Transtornos pulmonares intersticiais crônicos induzidos por droga
J86|Piotórax
J982|Enfisema intersticial
J991|Transtornos respiratórios em outras doenças sistêmicas do tecido conjuntivo classificadas em outra parte
J998|Transtornos respiratórios em outras doenças classificadas em outra parte
K006|Distúrbios da erupção dentária
K024|Odontoclasia
K030|Atrito dentário excessivo
K069|Transtorno da gengiva e do rebordo alveolar sem dentes sem outra especificação
K074|Maloclusão, não especificada
K082|Atrofia do rebordo alveolar sem dentes
K101|Granuloma central de células gigantes
K134|Lesões granulomatosas e granulomatóides da mucosa oral
K136|Hiperplasia irritativa da mucosa oral
K141|Língua geográfica
K22|Outras doenças do esôfago
K43|Hérnia ventral
K50|Doença de Crohn [enterite regional]
K56|Íleo paralítico e obstrução intestinal sem hérnia
K57|Doença diverticular do intestino
K59|Outros transtornos funcionais do intestino
K63|Outras doenças do intestino
K670|Peritonite por clamídias
K672|Peritonite sifilítica
K673|Peritonite tuberculosa
K731|Hepatite crônica lobular, não classificada em outra parte
K75|Outras doenças inflamatórias do fígado
K76|Outras doenças do fígado
K81|Colecistite
K901|Espru tropical
L00|Síndrome da pele escaldada estafilocócica do recém-nascido
L05|Cisto pilonidal
L101|Pênfigo vegetante
L118|Outras afecções acantolíticas especificadas
L121|Penfigóide cicatricial
L128|Outras formas de penfigóide
L234|Dermatite alérgica de contato devida a corantes
L237|Dermatite alérgica de contato devido a plantas, exceto alimentos
L240|Dermatite de contato por irritantes devida a detergentes
L244|Dermatite de contato por irritantes devida a drogas em contato com a pele
L252|Dermatite de contato não especificada devida a corantes
L255|Dermatite de contato não especificada devida a plantas, exceto alimentos
L281|Prurigo nodular
L305|Pitiríase alba
L432|Reação liquenóide a droga
L443|Líquen rubro moniliforme
L444|Acrodermatite papular infantil [Síndrome de Gianotti-Crosti]
L502|Urticária devida a frio e a calor
L530|Eritema tóxico
L533|Outras formas de eritema figurado crônico
L561|Resposta fotoalérgica a drogas
L563|Urticária solar
L60|Afecções das unhas
L603|Distrofia ungueal
L608|Outras afecções das unhas
L609|Afecções das unhas, não especificadas
L639|Alopécia areata, não especificada
L82|Ceratose seborréica
L850|Ictiose adquirida
L870|Ceratose folicular e parafolicular penetrante na pele [Síndrome de Kyrle]
L879|Transtorno da eliminação transepidérmica, não especificado
L92|Afecções granulomatosas da pele e do tecido subcutâneo
L920|Granuloma anular
L922|Granuloma facial [granuloma eosinófilo da pele]
L944|Pápulas de Gottron
L98|Outras afecções da pele e do tecido subcutâneo não classificadas em outra parte
M010|Artrite meningocócica
M012|Artrite na doença de Lyme
M031|Artropatia pós-infecciosa na sífilis
M063|Nódulo reumatóide
M071|Artrite mutilante
M074|Artropatia na doença de Crohn [enterite regional]
M075|Artropatia na colite ulcerativa
M084|Artrite juvenil pauciarticular
M090|Artrite juvenil na psoríase
M101|Gota induzida por chumbo
M110|Doença por deposição de hidroxiapatita
M121|Doença de Kashin-Beck
M172|Gonartrose pós-traumática bilateral
M174|Outras gonartroses secundárias bilaterais
M180|Artrose primária bilateral das primeiras articulações carpometacarpianas
M181|Outras artroses primárias da primeira articulação carpometacarpiana
M224|Condromalácia da rótula
M25|Outros transtornos articulares não classificados em outra parte
M341|Síndrome CR(E)ST
M360|Dermato(poli)miosite em doenças neoplásicas
M362|Artropatia hemofílica
M363|Artropatias em outras doenças hematológicas
M411|Escoliose idiopática juvenil
M414|Escoliose neuromuscular
M433|Subluxação atlanto-axial recidivante com mielopatia
M491|Espondilite por Brucella
M514|Nódulos de Schmorl
M538|Outras dorsopatias especificadas
M610|Miosite ossificante traumática
M615|Outra ossificação de músculo
M632|Miosite em outras doenças infecciosas classificadas em outra parte
M638|Outros transtornos musculares em doenças classificadas em outra parte
M660|Ruptura de cisto poplíteo
M674|Gânglios
M701|Bursite da mão
M706|Bursite trocantérica
M707|Outras bursites do quadril
M767|Tendinite do perôneo
M770|Epicondilite medial
M773|Esporão do calcâneo
M775|Outra entesopatia do pé
M792|Nevralgia e neurite não especificadas
M793|Paniculite não especificada
M805|Osteoporose idiopática com fratura patológica
M809|Osteoporose não especificada com fratura patológica
M815|Osteoporose idiopática
M850|Displasia fibrosa (monostótica)
M871|Osteonecrose devida a drogas
M888|Doença de Paget de outros ossos
M896|Osteopatia pós-poliomielite
M910|Osteocondrose juvenil da pelve
M921|Osteocondrose juvenil do rádio e do cúbito [ulna]
M925|Osteocondrose juvenil da tíbia e perônio [fíbula]
M928|Outras osteocondroses juvenis especificadas
M929|Osteocondrose juvenil, não especificada
M953|Deformidade adquirida do pescoço
M991|Complexo de subluxação (vertebral)
M997|Estenose de tecido conjuntivo e do disco dos forames intervertebrais
N013|Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa mesangial difusa
N014|Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa endocapilar difusa
N023|Hematúria recidivante e persistente - glomerulonefrite proliferativa mesangial difusa
N024|Hematúria recidivante e persistente - glomerulonefrite proliferativa endocapilar difusa
N035|Síndrome nefrítica crônica - glomerulonefrite mesangiocapilar difusa
N067|Proteinúria isolada com lesão morfológica especificada - glomerulonefrite difusa em crescente
N074|Nefropatia hereditária não classificada em outra parte - glomerulonefrite proliferativa endocapilar difusa
N144|Nefropatia tóxica não classificada em outra parte
N21|Calculose do trato urinário inferior
N31|Disfunções neuromusculares da bexiga não classificados em outra parte
N330|Cistite tuberculosa
N39|Outros transtornos do trato urinário
N392|Proteinúria ortostática não especificada
N490|Transtornos inflamatórios da vesícula seminal
N491|Transtornos inflamatórios do cordão espermático, túnica vaginal e vasos deferentes
N512|Balanite em doenças classificadas em outra parte
N64|Outras doenças da mama
N641|Necrose gordurosa da mama
N644|Mastodinia
N710|Doença inflamatória aguda do útero
N711|Doença inflamatória crônica do útero
N740|Tuberculose do colo do útero
N763|Vulvite subaguda e crônica
N765|Ulceração vaginal
N770|Ulceração da vulva em doenças infecciosas e parasitárias classificadas em outra parte
N824|Outras fístulas genito-intestinais femininas
N825|Fístula genitocutânea feminina
N83|Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo
N834|Prolapso e hérnia do ovário e da trompa de Falópio
N837|Hematoma do ligamento largo
N843|Pólipo da vulva
N86|Erosão e ectrópio do colo do útero
N880|Leucoplasia do colo do útero
N89|Outros transtornos não-inflamatórios da vagina
N894|Leucoplasia da vagina
N901|Displasia vulvar moderada
N903|Displasia de vulva, não especificada
N914|Oligomenorréia secundária
N92|Menstruação excessiva, freqüente e irregular
N923|Sangramento da ovulação
N945|Dismenorréia secundária
O01|Mola hidatiforme
O042|Aborto por razões médicas e legais - incompleto, complicado por embolia
O046|Aborto por razões médicas e legais - completo ou não especificado, complicado por hemorragia excessiva ou tardia
O070|Falha de aborto provocado por razões médicas, complicado por infecção do trato genital ou dos órgãos pélvicos
O072|Falha de aborto provocado por razões médicas, complicado por embolia
O074|Falha de aborto provocado por razões médicas, sem complicações
O085|Distúrbios metabólicos conseqüentes a aborto e a gravidez ectópica e molar
O086|Lesão a órgãos e a tecidos pélvicos conseqüentes a aborto e a gravidez ectópica e molar
O20|Hemorragia do início da gravidez
